identificador,país,mulher_casa_filhos,casa_realização,trab_homem_mulher,homem_domésticas,homem_cuidado,lavar_roupa,pequenos_reparos,doença_parentes,compras,limpeza,comida,horas_trab_dom,divisão_tar_dom,conflito_tar_dom,decisões_crianças,sobrecarga_tar_dom,stress_casa,cansaço_tar_dom,cansaço_dom_trab,concentração_trab,familia_satisfação,filhos_maiores,crianças_pequenas,idade,sexo,status_marital,anos_escolaridade,emprego_status,horas_trab,rendimento,renda_familiar,identidade_etnica
35001606,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",28,I do roughly my fair share,Never,"Mostly my spouse,partner",Strongly disagree,Strongly agree,NA,NA,NA,Very satisfied,2 children,NA,31,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,NA,650,"Europe,White/European"
35001607,Brazil (BR),Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,"Always me,PL:the woman","Usually me,PL:the woman","Always me,PL:the woman",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",42,I do much more than my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Very satisfied,1 child,1 child,28,Female,"Marr,liv as mar",10,"Housewife,home duties",NA,300,1300,"Other,mixed origin,one-non-swedish"
35001609,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,I do roughly my fair share,Never,Mostly me,Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,2 children,1 child,32,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,415,"Europe,White/European"
35001612,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Usually my spouse,partner,PL:the man",About equal o both together,"Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",20,I do roughly my fair share,Never,We decide together,Strongly disagree,Strongly agree,NA,NA,NA,Very satisfied,NA,NA,60,Male,"Marr,liv as mar",1,"Housewife,home duties",NA,NA,300,"Europe,White/European"
35001615,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman",About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",NA,I do a bit less than my fair share,"Less often, rarely",We decide together,Strongly disagree,Strongly agree,Never,Never,Never,Very satisfied,1 child,NA,47,Male,"Marr,liv as mar",15,Employed-full time,50,2000,3000,"Asia,other Asian"
35001619,Brazil (BR),Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Usually my spouse,partner,PL:the man",About equal o both together,"Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",50,I do roughly my fair share,Never,We decide together,Strongly disagree,Strongly agree,NA,NA,NA,Very satisfied,1 child,NA,44,Female,"Marr,liv as mar",7,"Housewife,home duties",NA,600,600,"Europe,White/European"
35001620,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",90,I do roughly my fair share,"Less often, rarely",We decide together,Strongly disagree,Strongly disagree,Never,Never,Never,Very satisfied,1 child,NA,38,Male,"Marr,liv as mar",7,Employed-full time,35,240,240,"Europe,White/European"
35001621,Brazil (BR),Agree,Agree,Strongly agree,Agree,Agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",2,I do a bit less than my fair share,Several times a week,"Mostly my spouse,partner",Strongly disagree,Strongly disagree,Several times a week,Once or twice a year,Once or twice a year,Fairly satisfied,2 children,1 child,39,Male,"Marr,liv as mar",7,Employed-full time,52,750,900,"Other,mixed origin,one-non-swedish"
35001623,Brazil (BR),Strongly agree,Strongly agree,Agree,Agree,Agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",40,I do roughly my fair share,Never,We decide together,Strongly agree,NA,Never,Never,Never,Fairly satisfied,1 child,NA,41,Female,"Marr,liv as mar",5,"Housewife,home duties",NA,240,700,"Other,mixed origin,one-non-swedish"
35001626,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man",3,I do roughly my fair share,Never,Mostly me,Strongly disagree,Strongly disagree,Once or twice a year,Never,Never,Fairly satisfied,2 children,NA,73,Male,"Marr,liv as mar",2,Retired,NA,370,800,"Other,mixed origin,one-non-swedish"
35001628,Brazil (BR),Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,About equal o both together,"Always my spouse,partner,PL:the man",About equal o both together,4,I do roughly my fair share,Never,We decide together,Strongly disagree,Strongly disagree,Several times a month,Never,Never,Very satisfied,1 child,NA,25,Male,"Marr,liv as mar",15,Employed-full time,44,540,1050,"Europe,White/European"
35001631,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",21,I do a bit more than my fair share,"Less often, rarely","Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Neither satisfied nor dissatisfied,1 child,NA,44,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,NA,"Europe,White/European"
35001634,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",42,I do roughly my fair share,"Less often, rarely","Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,1 child,2 children,34,Female,"Marr,liv as mar",8,"Housewife,home duties",NA,NA,450,"Europe,White/European"
35001635,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",60,I do roughly my fair share,"Less often, rarely","Sometimes me,sometimes spouse",Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,1 child,NA,48,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,400,"Europe,White/European"
35001637,Brazil (BR),Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",60,I do a bit more than my fair share,NA,"Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,2 children,NA,42,Male,"Marr,liv as mar",4,Employed-full time,44,240,240,"Europe,White/European"
35001640,Brazil (BR),Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,About equal o both together,"Always me,PL:the woman",NA,About equal o both together,About equal o both together,About equal o both together,NA,I do roughly my fair share,Never,We decide together,Strongly agree,Strongly disagree,Never,Never,Never,Very satisfied,1 child,NA,29,Male,"Marr,liv as mar",7,"Oth,not i labour force",NA,NA,NA,NA
35001641,Brazil (BR),Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",NA,I do roughly my fair share,Several times a week,"Mostly my spouse,partner",Strongly agree,Strongly disagree,NA,NA,NA,Very satisfied,2 children,2 children,30,Female,"Marr,liv as mar",3,"Oth,not i labour force",NA,NA,NA,"Europe,White/European"
35001642,Brazil (BR),Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Done by a third person,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",Done by a third person,Done by a third person,NA,I do roughly my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly agree,Several times a month,Never,Never,Very satisfied,2 children,NA,34,Male,"Marr,liv as mar",13,Employed-full time,84,1500,3500,"Europe,White/European"
35001649,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Done by a third person,"Usually me,PL:the woman",NA,About equal o both together,Done by a third person,Done by a third person,NA,I do roughly my fair share,Never,We decide together,Agree,Agree,Several times a month,Never,Never,Very satisfied,NA,NA,43,Male,"Marr,liv as mar",16,Employed-full time,NA,NA,NA,"Europe,White/European"
35001652,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",28,I do roughly my fair share,Never,"Sometimes me,sometimes spouse",Strongly agree,Strongly agree,Several times a week,Several times a week,Never,Fairly satisfied,3 children,1 child,38,Female,"Marr,liv as mar",3,"Oth,not i labour force",NA,140,480,"Black/African/Carribean,No-Spanish"
35001654,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman",NA,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",2,I do roughly my fair share,Never,We decide together,Strongly disagree,Strongly agree,Never,Never,Never,Very satisfied,NA,NA,71,Male,"Marr,liv as mar",4,Retired,NA,1200,1200,"Other,mixed origin,one-non-swedish"
35001655,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",NA,About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",8,I do roughly my fair share,Never,We decide together,Strongly agree,Strongly disagree,Several times a month,Several times a month,Never,Very satisfied,NA,NA,50,Female,"Marr,liv as mar",13,Employed-part time,30,500,1000,"Other,mixed origin,one-non-swedish"
35001656,Brazil (BR),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,6,I do roughly my fair share,Never,"Sometimes me,sometimes spouse",Strongly agree,Strongly agree,Several times a month,Once or twice a year,Never,Fairly satisfied,1 child,NA,42,Female,"Marr,liv as mar",4,Employed-full time,45,600,1400,"Other,mixed origin,one-non-swedish"
35001659,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",NA,"Always me,PL:the woman","Always me,PL:the woman",About equal o both together,36,I do roughly my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly agree,Never,Never,Never,Fairly satisfied,NA,NA,55,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,NA,2500,"Europe,White/European"
35001662,Brazil (BR),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",96,I do roughly my fair share,Never,We decide together,NA,NA,NA,NA,NA,Very satisfied,NA,NA,73,Male,"Marr,liv as mar",3,Retired,NA,500,500,"Europe,White/European"
35001666,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman","Usually my spouse,partner,PL:the man",NA,90,I do roughly my fair share,Never,We decide together,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,2 children,NA,48,Male,"Marr,liv as mar",15,Employed-full time,48,2000,3000,"Europe,White/European"
35001669,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman",About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",90,I do a bit less than my fair share,"Less often, rarely",We decide together,Strongly disagree,Agree,Once or twice a year,Once or twice a year,Once or twice a year,Very satisfied,NA,1 child,28,Male,"Marr,liv as mar",10,Employed-full time,60,1000,1700,"Europe,White/European"
35001672,Brazil (BR),Agree,Agree,Strongly disagree,Disagree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",24,I do much more than my fair share,"Less often, rarely","Mostly my spouse,partner",Strongly agree,Disagree,NA,NA,NA,Very satisfied,2 children,1 child,24,Female,"Marr,liv as mar",10,Unemployed,NA,NA,NA,"Other,mixed origin,one-non-swedish"
35001673,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman",6,I do much more than my fair share,Never,We decide together,Strongly disagree,Strongly disagree,NA,NA,NA,Very satisfied,1 child,NA,57,Male,"Marr,liv as mar",7,Retired,NA,1380,2000,"American Indian,Navajo,Ind.Dialect"
35001676,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",About equal o both together,About equal o both together,NA,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,NA,NA,44,Female,"Marr,liv as mar",7,"Housewife,home duties",NA,NA,NA,"Other,mixed origin,one-non-swedish"
35001677,Brazil (BR),Strongly disagree,Disagree,Disagree,Agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,About equal o both together,About equal o both together,About equal o both together,4,I do roughly my fair share,"Less often, rarely",We decide together,Strongly agree,Agree,NA,NA,NA,Neither satisfied nor dissatisfied,3 children,NA,45,Male,"Marr,liv as mar",13,"Oth,not i labour force",NA,NA,NA,"Europe,White/European"
